timestamp,marker_id,tx,ty,tz,distancia_m,rx,ry,rz
1778592196.945018,10,0.01919199058639477,-0.006846019960358476,1.00942889036134,1.0096345305050198,1.6855717903807153,-1.5776553613415287,-0.9180141754644082
1778592196.9783468,10,0.025106289587353364,-0.0038781409530789994,0.9983446635841596,0.9986678291910003,-1.7022008700896092,1.5972607646845804,-0.8835191318406309
1778592197.0116754,10,0.021082452283055764,-0.0013527104199136388,1.0064033020246281,1.006625007609995,1.66575308302529,-1.5574506396239616,-0.9232117231284936
1778592197.0455067,10,0.029382102365407725,0.0001224942584329683,1.013631504975996,1.0140572719645362,-1.6970002659109846,1.6296400249483753,-0.8746852695001989
1778592197.0788355,10,0.02941587858962115,0.003177337631890844,1.0130965742498188,1.0135285186635574,-1.6984412456191442,1.6292899553321696,-0.8789057849895618
1778592197.1121638,10,0.029381474171314648,0.0077110806608565955,1.0043685576700283,1.004827811829276,-1.729657945140031,1.5974033917507384,-0.8832783964259473
1778592197.1454926,10,0.023110080193867233,0.009620261553100714,0.9922442286565673,0.9925599400243711,1.647612879100696,-1.5666755560281869,-0.9109068964502505
1778592197.1788213,10,0.02386345833213713,0.012289225329574681,1.0001875754233291,1.000547687885974,1.6625600160621266,-1.5746444107242972,-0.904015213817962
1778592197.2121499,10,0.02897537260755476,0.014676600141059152,0.9914865175799661,0.9920183916401427,-1.7046639025445385,1.6030479857239475,-0.888788429709788
1778592197.2454789,10,0.02481179165272189,0.017565539362967376,1.003261901725035,1.003722380258139,1.6590237238838643,-1.5840475631236004,-0.8930000017727152
1778592197.2788072,10,0.030250579362627927,0.019631102903218376,0.9918407290487466,0.9924961005227783,-1.7062796837804242,1.6075750248069405,-0.8991878939967151
1778592197.312136,10,0.026091486546974376,0.02241687932135348,1.0049474214929042,1.005535977533363,1.6555985525889656,-1.5876511802720459,-0.8940692388910763
1778592197.3454645,10,0.025418898687918856,0.024044701200777743,0.9887931853915163,0.9894120635726263,1.6249576569663793,-1.5757633157174087,-0.9003015692418457
1778592197.3787932,10,0.025568241777785182,0.026730881049745508,1.0014793897994803,1.0021622838554853,1.6551211208448295,-1.5802724518380873,-0.8946424658275063
1778592197.4121218,10,0.02491994242438661,0.027275582009946987,1.0054091430638545,1.0060877227462874,1.6543046015019245,-1.5863715912870713,-0.8865204819810273
1778592197.4454503,10,0.02437798745558884,0.027149307389531092,1.0020381129841704,1.0027022245098458,1.6441622378055811,-1.5874458147977029,-0.8846654281519459
1778592197.4787788,10,0.024286388108557565,0.027254807483691895,1.0014774378040758,1.00214256052168,1.643399485340606,-1.5881731559242773,-0.881682652840347
1778592197.5121076,10,0.024343429552946546,0.027190197787378478,1.002900218653175,1.0035640278490965,1.6451484932412064,-1.5882676143067036,-0.883026402168701
1778592197.5454364,10,0.024122812693235532,0.027049583415401222,1.002649683878305,1.0033045293610732,1.642866292717546,-1.5808530248622463,-0.884558178272662
1778592197.5787652,10,0.024162586435978607,0.027110943587533902,1.0019353175384444,1.0025932447290606,1.6406045866125962,-1.5809229285036825,-0.885185434877718
1778592197.6120937,10,0.024343188383294256,0.027270745096034058,1.0015039522383262,1.0021708690177265,1.6424816726440759,-1.5879168348960564,-0.882459602319009
1778592197.6454222,10,0.02953196103081758,0.02807283467527031,0.9999881144157245,1.0008178903985216,-1.714677205665811,1.6133155045540688,-0.8934912320742889
1778592197.678751,10,0.029975664077430922,0.0297498454367542,1.0092481906093314,1.0101314290668333,-1.7319564472570643,1.6082167115336303,-0.8801670027745033
1778592197.7120793,10,0.028278489630383315,0.028784841283330174,0.9914009357776667,0.992221777388662,-1.6996134392215665,1.594981880953157,-0.8946541508705501
1778592197.7454083,10,0.028457315343720563,0.02990973339328711,1.001050691570864,1.0019016409023065,-1.7097104674225136,1.5978259045330656,-0.895727863279753
1778592197.7787368,10,0.027882779615393417,0.029221905561058338,0.9929129242064877,0.9937340913040965,-1.6925557783262415,1.5982283228204075,-0.8954307680122023
1778592197.8120654,10,0.02791426757892999,0.029172414654779797,0.9929231720749714,0.9937437606116991,-1.6928315343497606,1.5973827339879951,-0.895852985328976
1778592197.8453941,10,0.02835964310120022,0.02958771376189334,0.9971005180141463,0.9979424558493151,-1.7032235058326766,1.59758197504995,-0.8911667834980341
1778592197.8787227,10,0.02836201326770378,0.02961109411562013,0.9973408574839655,0.9981833532463729,-1.7032270728489487,1.5977329327365926,-0.890722424682852
