x,y,theta
2.936450359477542627e-01,-1.255938807283859315e+00,-8.501232802599794081e-01
3.223480228615209775e-01,-1.292992271259292503e+00,-7.146670997166646444e-01
3.216098927749130865e-01,-1.289616195349261529e+00,-5.067572443150394346e-01
3.210025630291859500e-01,-1.288035802955984410e+00,-3.063967264366904697e-01
3.204226897988883827e-01,-1.285725275632759956e+00,-7.628378738582838881e-02
3.198952317630394115e-01,-1.284255783873235579e+00,1.016475892463502423e-01
3.200993240621978209e-01,-1.282510914791880063e+00,3.640835757028575426e-01
3.204570787697533785e-01,-1.281698491884980085e+00,5.711598564353079777e-01
3.210147129429009039e-01,-1.279815187077892658e+00,7.556963200037565276e-01
3.126013524670003818e-01,-1.242949062680103189e+00,8.280253884474458870e-01
3.103797103895867271e-01,-1.237232950300324541e+00,6.475591121677101158e-01
3.089051927991466884e-01,-1.233905871644061625e+00,6.096943770763997295e-01
3.108811240228948058e-01,-1.232575155163973646e+00,7.923092513350499244e-01
3.127662723134625455e-01,-1.230685814226077035e+00,9.691351621788641957e-01
3.142238837183616296e-01,-1.228941209669125678e+00,1.142783542909204364e+00
3.159726268797678483e-01,-1.226991447163093829e+00,1.315442399346752333e+00
3.180054219296026274e-01,-1.224350235503437245e+00,1.510000030757960632e+00
3.200181961977580092e-01,-1.221808683843404131e+00,1.683281518776991836e+00
3.225012181209274686e-01,-1.219265862440329640e+00,1.877046617551662022e+00
3.232440610607290599e-01,-1.215821032928109391e+00,2.074376564804154555e+00
3.239646089274099694e-01,-1.212216500271474207e+00,2.271810490172433195e+00
3.240497721805641884e-01,-1.209046334832601044e+00,2.448212217501714694e+00
3.236806437610926790e-01,-1.205415682302638514e+00,2.645779201783337253e+00
3.230850915265139900e-01,-1.201492386680555136e+00,2.840739743484072655e+00
3.222582408000093657e-01,-1.198212239010627345e+00,3.026519159885703303e+00
3.213929545630246909e-01,-1.197461264519242397e+00,-3.081800832973565551e+00
3.211970196453278747e-01,-1.195372623907493548e+00,-2.908555156604097469e+00
3.201992616760294119e-01,-1.194162396497459255e+00,-2.727737842725982631e+00
3.189258598818651147e-01,-1.194717664010621849e+00,-2.528759345780716927e+00
3.176487625887386979e-01,-1.195084641938601644e+00,-2.352917198929056930e+00
3.162776384669609420e-01,-1.194881456772320494e+00,-2.178315898611144164e+00
3.149447703832074508e-01,-1.195793966316141876e+00,-2.001657666852300732e+00
3.128731253190560890e-01,-1.196816283535558467e+00,-1.800679612120408724e+00
3.117162098156117112e-01,-1.199429884604603425e+00,-1.600413079071080658e+00
3.102562389058596271e-01,-1.201530478113678857e+00,-1.400185223256570355e+00
3.101487222382640074e-01,-1.204227817762749453e+00,-1.200540732663922805e+00
3.105679728215790525e-01,-1.207140921742091866e+00,-9.980868300872175469e-01
3.720764330499438666e-01,-1.290819931337632287e+00,-9.069767199481523212e-01
4.345348937137677447e-01,-1.373512419010625374e+00,-9.082713890402307477e-01
4.962766869514965151e-01,-1.456462973889824042e+00,-9.102798400939691170e-01
5.582067026522183895e-01,-1.538925212153010369e+00,-9.134714003918866787e-01
6.203035684078459511e-01,-1.622910137356176508e+00,-9.136401962547505695e-01
6.342240017951313868e-01,-1.645163958068180721e+00,-7.410464397518283786e-01
6.344170652539262711e-01,-1.646319409725384375e+00,-8.040110598978096323e-01
6.331160799335466827e-01,-1.645710002095209346e+00,-9.868350259568325900e-01
6.325964954754742520e-01,-1.644890050559515648e+00,-1.168832051101593272e+00
6.334571545607979859e-01,-1.644197988311381531e+00,-1.351573699071111356e+00
6.340996388130727413e-01,-1.643516676262420928e+00,-1.533190897945592157e+00
6.350199998858706563e-01,-1.643156098897881723e+00,-1.721575461991927680e+00
6.354362184232351662e-01,-1.642512582744399374e+00,-1.896248950781023401e+00
6.362917405696049133e-01,-1.642556642961181090e+00,-2.077665786973611262e+00
6.371387743888469180e-01,-1.643090922019613265e+00,-2.260668193015328509e+00
5.684611867582227696e-01,-1.714602981670745985e+00,-2.370893737708540616e+00
4.949459831847106694e-01,-1.786145398578022236e+00,-2.372567247391019762e+00
